품목비교 Historical Data
조회기간 :,2008-07-21 ~ 2018-07-19
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","USD/CNY (미국 달러 / 중국 인민폐)","AUD/USD (호주 달러 / 미국 달러)","USD/KRW (미국 달러 / 한국 원)","CNY/KRW (중국 인민폐 / 한국 원)","AUD/KRW (호주 달러 / 한국 원)","USD/RMB (미국 달러 / 중국 인민폐)","중국 경기선행지수Index","중국 GDP 전체(value)100 million CNY","중국 기업신뢰지수Long term average=100","중국 CFLP 제조업 PMI 지수Index","중국 HSBC 제조업 PMI 지수Index","중국 소비자물가지수the same month last year=100","중국 소매가격지수Index","중국 기준금리Percent","중국 수출액100 million dollars","중국 무역수지100 million dollars","중국 수입액100 million dollars","중국 외환보유고100 million dollars"
20100201,120.02,6.82743,.883478,1157.9,169.61,1022.66,6.8271,101.5508,#N/A,101.045,52,55.8,102.7,102.5,5.31,945.2,76.1,869.1,24245.91
20100129,119.17,6.82679,.893025,1156.5,169.38,1032.35,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100128,119.32,6.82692,.901015,1151.2,168.63,1035.1,6.8271,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100127,118.34,6.82682,.898828,1151.2,168.63,1035.1,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100126,120.35,6.82691,.897537,1149.1,168.29,1039.02,6.8269,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100125,122.8,6.82687,.905084,1150.1,168.46,1038.37,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100122,123.11,6.82688,.902674,1138.5,166.77,1025.73,6.8271,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100121,123.27,6.82679,.909529,1132.3,165.83,1031.41,6.8272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100120,124.74,6.82713,.913626,1124.3,164.68,1036.38,6.8273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100119,126.32,6.82737,.918797,1126.9,165.04,1043.96,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100118,127.22,6.82699,.926372,1123.2,164.52,1034.58,6.8272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100115,127.85,6.82691,.924548,1122.1,164.33,1044.96,6.8271,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100114,127.2,6.82728,.929126,1126.4,164.97,1040.57,6.8272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100113,127.24,6.82682,.925866,1124.2,164.64,1035.44,6.8273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100112,123.89,6.82708,.92424,1119.8,164.02,1040.8,6.8274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100111,126.31,6.8264,.931697,1132.9,165.93,1051.73,6.8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100108,127.61,6.82751,.914353,1133.2,165.95,1039.54,6.8279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100107,123.22,6.82767,.91628,1138.2,166.7,1046.4,6.8276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100106,121.95,6.82739,.915357,1144.3,167.62,1043.72,6.8277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100105,119.85,6.82717,.915852,1156.2,169.32,1054.51,6.8278,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100104,117.46,6.8273,.905822,1167.6,171.03,1050.37,6.8281,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20100101,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101.7165,87616.7,101.4475,55.8,57.4,101.5,101.8,5.31,1094.8,141.7,953.1,24152.21
20091231,113.34,6.82702,.899928,1167.6,171.06,1045.06,6.8282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091230,109.57,6.82529,.89411,1170.9,171.46,1047.55,6.8283,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091229,108.93,6.82942,.89819,1169.9,171.28,1037.76,6.8282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091228,107.1,6.82999,.887989,1176.7,172.35,1039.61,6.8282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091225,107.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091224,107.1,6.82803,.883642,1183.6,173.33,1040.8,6.8285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091223,106.85,6.82838,.877447,1183.4,173.3,1036.95,6.8287,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091222,106.57,6.82807,.878218,1179.6,172.75,1037.22,6.8285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091221,106.28,6.82802,.886313,1178.1,172.54,1048.98,6.8283,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091218,106.55,6.828,.887414,1173.7,171.85,1037.02,6.8284,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091217,106.16,6.82863,.885645,1166,170.77,1049.87,6.8281,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091216,103.8,6.82802,.899928,1161.6,170.14,1052.93,6.828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091215,102.16,6.828,.906093,1163.6,170.41,1064.93,6.8278,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091214,101.28,6.82822,.911394,1164.9,170.62,1061.92,6.8279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091211,100.62,6.82761,.917953,1163.2,170.37,1065.78,6.8277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091210,100.41,6.82661,.916389,1161.8,170.16,1057.12,6.8276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091209,99.19,6.8276,.910365,1154.6,169.11,1043.59,6.8279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091208,98.38,6.82747,.909339,1155.8,169.22,1057.33,6.8277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091207,98.02,6.82911,.908793,1152.9,168.88,1055.42,6.8278,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091204,98.84,6.82698,.92675,1155.7,169.26,1067.81,6.8272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091203,97.97,6.82698,.928971,1154.4,169.09,1069.84,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091202,97.74,6.82631,.927928,1162.2,170.24,1074.8,6.8268,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091201,97.67,6.82599,.921676,1161.8,170.15,1064.67,6.827,101.7595,#N/A,101.7368,56.6,56.1,101.9,101.4,5.31,1037.2,-85.7,1122.9,23991.52
20091130,100.66,6.82713,.913142,1167.4,171.01,1065.02,6.8272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091127,101.53,6.8284,.903734,1153.6,168.96,1050.3,6.8269,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091126,101.47,6.82649,.916952,1155,169.09,1076.29,6.8268,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091125,102.44,6.82722,.928988,1156.1,169.28,1065.06,6.8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091124,103.28,6.82938,.920946,1157.1,169.39,1070.26,6.8276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091123,102.92,6.8301,.923267,1162.6,170.27,1061.86,6.8279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091120,101.44,6.82781,.90895,1156.2,169.32,1062.14,6.8278,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091119,101.47,6.82843,.917869,1153.3,168.91,1071.24,6.8274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091118,102.06,6.82697,.933297,1152.8,168.85,1072.33,6.8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091117,100.67,6.82649,.92835,1155.1,169.17,1080.83,6.8271,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091116,100.81,6.827,.935078,1161.1,170.09,1084.87,6.8272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091113,99.29,6.82627,.928152,1157.4,169.55,1069.09,6.8273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091112,98.34,6.82663,.929023,1159.5,169.87,1079.55,6.8268,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091111,96.48,6.8259,.932062,1158.7,169.74,1077.88,6.8267,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091110,96.61,6.82681,.926973,1161.6,170.15,1081.33,6.8268,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091109,96.1,6.82675,.928315,1171.2,171.55,1078.97,6.8273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091106,95.8,6.82728,.915432,1178.5,172.61,1071.79,6.8276,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091105,93.85,6.8276,.908628,1181.2,173.02,1075.36,6.8277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091104,92.23,6.82698,.906865,1178.9,172.66,1065.55,6.828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091103,90.8,6.82801,.896515,1188.2,174.02,1075.56,6.8279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091102,89.23,6.82792,.904977,1183.4,173.33,1062.99,6.8282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091101,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,101.6328,#N/A,101.6536,55.2,55.7,100.6,100,#N/A,1136.5,190.9,945.6,23887.88
20091030,88.92,6.8275,.90943,1200.6,175.83,1099.03,6.8281,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091029,88.86,6.82797,.908579,1193.6,174.8,1075.02,6.8285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091028,88.75,6.8282,.905559,1187.1,173.82,1088.16,6.8283,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091027,89.08,6.82957,.918206,1180.4,172.86,1081.19,6.8284,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091026,88.25,6.82782,.924078,1184.6,173.48,1091.85,6.828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091023,88.02,6.8285,.925164,1183.2,173.23,1098.36,6.8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091022,87.86,6.8292,.923933,1179.1,172.68,1093.79,6.8272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091021,86.66,6.82729,.922475,1166.7,170.91,1076.98,6.8278,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091020,86.22,6.82653,.92866,1176.2,172.27,1091.04,6.8273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091019,85.2,6.82672,.920522,1158.8,169.74,1061.87,6.8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20091017,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091016,84.7,6.82682,.917103,1158.4,169.67,1067.06,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091015,84.41,6.82871,.916742,1167.7,171.06,1068.91,6.8267,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091014,84.39,6.82649,.911494,1168,171.09,1058.79,6.8269,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091013,86.38,6.82649,.909612,1170,171.47,1061.78,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091012,86.08,6.82343,.906438,1166.6,170.92,1056.06,6.8275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091011,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091010,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091009,85.98,6.82563,.905576,1168.4,171.16,1055.82,6.827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091008,85.06,6.82632,.903155,1170.8,171.51,1042.77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091007,85.06,6.82632,.889901,1170.2,171.42,1041.77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091006,85.06,6.82631,.888257,1173.2,171.86,1029.37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091005,85.06,6.82629,.874531,1175.2,172.15,1019.54,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091004,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091002,85.06,6.82631,.863342,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20091001,85.06,6.82633,.879075,1181.4,173.06,1043.89,#N/A,101.3216,101032.8,101.4242,55.2,55.4,99.5,98.7,5.31,1107.6,239.8,867.8,23282.72
20090930,85.06,6.82633,.882324,1188.7,174.09,1037.62,6.829,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090929,85.68,6.82803,.871718,1192.8,174.72,1041.79,6.8288,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090928,85.63,6.82751,.866559,1192.9,174.7,1034.18,6.8279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090927,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090926,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090925,85.37,6.82822,.865381,1196.4,175.25,1033.45,6.8287,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090924,84.52,6.82719,.874883,1195.4,175.1,1037.67,6.828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090923,84.08,6.82608,.874424,1204.1,176.37,1054.37,6.8271,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090922,81.91,6.82693,.873416,1205.8,176.57,1041.33,6.8289,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090921,81.14,6.8289,.861371,1208,176.92,1046.67,6.828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090920,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090919,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090918,80.81,6.82788,.868372,1206.1,176.68,1050.69,6.8271,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090917,81.49,6.82647,.87244,1211.6,177.52,1056.82,6.8272,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090916,78.68,6.82578,.871042,1220.6,178.74,1053.32,6.8281,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090915,78.17,6.8289,.85876,1224.8,179.36,1054.86,6.8284,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090914,78.74,6.82893,.858399,1222.1,178.97,1054.49,6.828,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090913,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090912,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090911,77.25,6.82897,.86314,1225.9,179.51,1057.52,6.8282,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090910,76.88,6.82943,.857354,1225.9,179.52,1056.66,6.8288,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090909,75.78,6.82881,.86256,1232.1,180.46,1065.21,6.8292,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090908,75.39,6.82747,.863029,1235,180.85,1056.91,6.83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090907,75.44,6.82903,.855622,1243.8,182.11,1061.02,6.8305,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090906,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090905,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090904,75.26,6.82997,.843156,1246.9,182.55,1047.15,6.831,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090903,76.23,6.83048,.841404,1249.8,182.97,1043.4,6.8307,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090902,77.39,6.83101,.830993,1245.8,182.4,1030.46,6.8316,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090901,79.11,6.83038,.837268,1246.9,182.55,1052.32,6.8308,100.8567,#N/A,101.1107,54.3,55,99.2,98.5,5.31,1159.4,129.3,1030.1,22725.95
20090831,#N/A,6.83058,.835254,1244.9,182.27,1046.21,6.8312,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090829,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090828,82.44,6.83013,.845187,1248.9,182.81,1047.64,6.8309,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090827,83.85,6.832,.834335,1248.1,182.71,1033.3,6.832,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090826,84.5,6.83111,.831442,1246.7,182.49,1040.31,6.8313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090825,88.32,6.83182,.83992,1242.1,181.83,1039.39,6.8311,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090824,89.1,6.83132,.840944,1248.2,182.72,1044.43,6.8309,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090823,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090822,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090821,91.41,6.83119,.833285,1247.8,182.65,1037.92,6.8313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090820,94.3,6.83178,.83176,1250.5,182.98,1036.35,6.8318,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090819,93.89,6.83411,.818612,1256.7,183.89,1039.1,6.8329,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090818,95.13,6.83391,.823852,1249.2,182.73,1026.9,6.8339,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090817,99.04,6.83648,.817762,1235,180.7,1025.61,6.8333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090816,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090815,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
20090814,101.15,6.8342,.843853,1237.1,181.03,1041.7,6.8328,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.31,#N/A,#N/A,#N/A,#N/A
