품목비교 Historical Data
조회기간 :,2008-07-20 ~ 2018-07-18
표시기준 :,Value(Price)로 표시
순서 :,최근부터(DESC)
병합기준 :,Union
[일간 기준]
,"철광석 Fines (Daily) [중국(수입가 CFR)] 현물USD/ton","Baltic Dry Index (BDI)1985.01.04","Baltic Capesize Index (BCI)1999.03.01","Baltic Panamax Index (BPI)1998.05.06","Baltic Clean Tanker Index (BCTI)1998.08.03","Baltic Dirty Tanker Index (BDTI)1998.08.03","Baltic Supramax index (BSI)2005.01.01","Baltic Handysize Index (BHSI)2006.05.23","SSY/Pacific Capesize Index1997.1.6=4114","SSY/Atlantic Capesize Index1997.1.6=5000","Howe Robinson Container Index1997.1.15=1000","China Containerized Freight Index (CCFI)1998.1.1=1000","Shanghai Containerized Freight Index (SCFI)2009.10.16=1000","China Coastal Bulk Freight Index (CBFI)2000.1.1=1000","China Newbuilding Price Index (CNPI)2011.07.01=1000","China Bulker Newbuilding Price Index (CNDPI)2011.07.01=1000","China Tanker Newbuilding Price Index (CNTPI)2011.07.01=1000","China Container Newbuilding Price Index (CNCPI)2011.07.01=1000"
20150601,#N/A,589,804,522,692,848,652,332,2939,3763,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150530,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,897,884,992,901
20150529,61.85,589,810,524,694,856,647,331,#N/A,#N/A,#N/A,890.42,661.55,928.48,#N/A,#N/A,#N/A,#N/A
20150528,62.33,588,817,525,690,865,642,328,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150527,63.1,587,823,530,662,868,635,327,#N/A,#N/A,780.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150526,62.78,584,806,540,657,883,631,327,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150525,61.18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2917,3816,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150522,59.96,586,816,549,655,901,627,327,#N/A,#N/A,#N/A,891.69,676.05,901.49,#N/A,#N/A,#N/A,#N/A
20150521,57.91,592,844,556,668,918,624,327,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150520,57.12,606,889,565,671,938,623,326,#N/A,#N/A,778,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150519,58.53,620,923,574,659,892,625,325,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150518,60.65,630,950,578,646,846,626,326,2976,4230,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150515,61.31,634,954,579,643,829,628,327,#N/A,#N/A,#N/A,875.21,757.66,857.68,899,889,990,897
20150514,62.3,637,972,580,637,806,626,326,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150513,62.58,634,942,584,627,761,624,326,#N/A,#N/A,771.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150512,62.88,589,731,583,622,748,619,327,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150511,63.02,578,660,586,621,746,617,328,2792,3694,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150508,61.4,574,616,594,624,753,618,329,#N/A,#N/A,#N/A,888.23,830.13,833.68,#N/A,#N/A,#N/A,#N/A
20150507,60.36,573,594,603,623,744,618,331,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150506,60.89,575,574,618,622,741,618,332,#N/A,#N/A,753.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150505,58.7,580,571,633,625,745,618,335,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150504,57.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2699,3475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150501,#N/A,587,574,647,616,749,621,340,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150430,56.18,591,565,658,606,754,625,343,#N/A,#N/A,#N/A,898.97,761.02,837.21,905,897,991,897
20150429,57.13,595,558,673,599,768,627,345,#N/A,#N/A,749.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150428,59.88,601,551,685,593,772,628,346,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150427,59.09,600,546,687,605,773,626,347,2685,3404,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150424,57.81,600,545,685,611,778,624,348,#N/A,#N/A,#N/A,926.83,702.46,834.62,#N/A,#N/A,#N/A,#N/A
20150423,54.82,599,543,680,617,784,621,351,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150422,54.04,600,544,669,631,792,620,355,#N/A,#N/A,730.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150421,51.04,601,549,659,642,801,619,355,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150420,51.57,598,537,646,661,805,618,357,2717,3431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150417,50.93,597,532,642,696,799,619,358,#N/A,#N/A,#N/A,951.55,721.61,821.35,#N/A,#N/A,#N/A,#N/A
20150416,49.78,593,521,636,702,800,612,360,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150415,50.33,586,494,626,709,798,608,362,#N/A,#N/A,713.2,#N/A,#N/A,#N/A,911,905,992,901
20150414,50.78,581,470,619,731,790,608,366,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150413,48.82,578,460,609,723,778,609,369,2491,3330,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150410,47.53,580,466,600,709,772,613,373,#N/A,#N/A,#N/A,969.06,792.92,807.94,#N/A,#N/A,#N/A,#N/A
20150409,48.34,580,461,591,678,771,617,379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150408,48.05,580,450,585,663,764,624,382,#N/A,#N/A,686.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150407,48.06,583,448,584,656,776,631,385,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150406,47.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2527,3186,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150403,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,994.83,763.95,813.21,#N/A,#N/A,#N/A,#N/A
20150402,47.08,588,454,589,665,795,636,386,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150401,49.53,596,463,596,675,804,646,389,#N/A,#N/A,652.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150331,51.35,602,475,598,676,809,650,392,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150330,52.69,599,460,600,675,792,649,393,2504,3230,#N/A,#N/A,#N/A,#N/A,915,911,993,900
20150327,53.14,596,456,597,673,801,647,390,#N/A,#N/A,#N/A,1010.39,804.59,818.35,#N/A,#N/A,#N/A,#N/A
20150326,55.36,598,456,599,671,811,648,390,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150325,55.81,598,455,602,678,813,648,390,#N/A,#N/A,627.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150324,55.86,597,448,609,676,803,645,388,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150323,54.81,594,435,617,672,786,640,386,2563,3250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150320,54.66,591,423,617,681,769,635,384,#N/A,#N/A,#N/A,1034.29,821.39,825.97,#N/A,#N/A,#N/A,#N/A
20150319,55,584,407,613,688,772,627,383,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150318,55.48,571,357,604,696,783,623,378,#N/A,#N/A,623.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150317,56.95,568,366,595,720,796,616,375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150316,58.9,564,372,588,722,809,611,370,2563,3237,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150315,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,919,915,996,901
20150313,57.66,562,378,585,722,812,606,368,#N/A,#N/A,#N/A,1067.94,887.61,832.32,#N/A,#N/A,#N/A,#N/A
20150312,57.97,560,394,586,710,816,596,364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150311,57.61,565,431,588,680,818,589,361,#N/A,#N/A,609.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150310,58.15,568,457,591,665,827,580,357,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150309,58.58,568,468,590,669,837,573,356,2673,3429,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150306,59.49,565,470,587,677,848,566,352,#N/A,#N/A,#N/A,1064.23,960.29,838.94,#N/A,#N/A,#N/A,#N/A
20150305,59.73,561,464,583,693,851,560,348,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150304,61.94,559,478,576,699,844,550,338,#N/A,#N/A,603.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150303,62.24,553,490,564,700,835,541,327,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150302,62.83,548,516,551,705,835,528,318,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150228,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,926,926,995,902
20150227,62.56,540,521,540,695,841,515,308,#N/A,#N/A,#N/A,1076.2,1023.04,845.98,#N/A,#N/A,#N/A,#N/A
20150226,62.37,533,525,531,676,837,506,300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150225,62.94,524,529,519,652,838,496,289,#N/A,#N/A,541.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150224,64.01,516,534,514,638,838,490,274,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150223,63.44,512,543,512,618,838,492,266,2801,3645,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150220,#N/A,513,542,514,600,840,490,270,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150219,#N/A,511,539,516,600,841,483,267,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150218,63.44,509,564,514,591,845,478,260,#N/A,#N/A,588.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150217,63.02,516,589,508,592,841,480,261,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150216,65.28,522,614,505,579,853,480,263,2966,3777,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150215,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,928,929,994,902
20150213,63.19,530,630,499,577,863,486,268,#N/A,#N/A,#N/A,1078.69,1088.28,858.85,#N/A,#N/A,#N/A,#N/A
20150212,62.27,540,652,489,582,867,496,273,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150211,62.18,553,700,469,590,870,508,281,#N/A,#N/A,571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150210,62.38,556,711,446,599,886,516,289,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150209,61.2,554,687,434,608,900,523,295,2913,4087,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150206,62.49,559,689,430,627,920,530,301,#N/A,#N/A,#N/A,1065.69,1087.32,864.13,#N/A,#N/A,#N/A,#N/A
20150205,61.64,564,680,428,643,922,538,309,#N/A,#N/A,570.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150204,62.58,569,669,437,653,910,545,321,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150203,63.18,577,663,454,659,904,556,326,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150202,62.45,590,665,480,669,894,567,332,3019,4071,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150130,62.21,608,679,508,678,863,585,340,#N/A,#N/A,#N/A,1064.82,1054.13,877.24,931,934,995,903
20150129,63.27,632,725,550,681,868,599,348,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150128,63.09,666,785,620,679,870,618,356,#N/A,#N/A,561.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150127,63.5,688,831,648,690,878,632,364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150126,63.54,703,857,669,698,889,642,373,3019,4416,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150123,66.42,720,887,685,705,917,650,380,#N/A,#N/A,#N/A,1057.48,1091.48,878.48,#N/A,#N/A,#N/A,#N/A
20150122,66.79,751,965,704,712,934,659,392,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150121,67.81,770,971,725,717,946,673,402,#N/A,#N/A,557.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150120,68.16,753,752,741,725,953,684,410,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150119,68.09,739,662,751,736,948,699,415,2730,4054,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150116,68.61,741,620,759,740,950,716,418,#N/A,#N/A,#N/A,1059.3,1055.09,883.21,#N/A,#N/A,#N/A,#N/A
20150115,68.63,749,585,766,744,942,735,425,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,935,940,996,901
20150114,68.3,757,557,766,742,937,752,429,#N/A,#N/A,556,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150113,68.74,762,537,766,742,933,763,435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150112,70.3,723,373,762,737,914,778,441,2730,3209,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150109,71.18,709,311,764,739,905,800,446,#N/A,#N/A,#N/A,1060.66,1006.34,892.58,#N/A,#N/A,#N/A,#N/A
20150108,71.36,724,335,776,740,895,820,455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150107,70.96,744,397,780,742,884,843,466,#N/A,#N/A,543.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150106,71.49,758,432,794,742,884,861,479,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150105,70.87,761,442,811,757,884,873,482,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20150102,71.26,771,456,827,775,885,884,488,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141231,71.26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1064.42,1048.88,900.76,#N/A,#N/A,#N/A,#N/A
20141230,71.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,939,946,996,896
20141229,68.71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141226,67.34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1044.99,1076.63,904.62,#N/A,#N/A,#N/A,#N/A
20141224,66.94,782,474,856,787,862,887,495,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141223,66.84,788,472,872,790,862,897,495,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141222,67.9,794,480,891,788,872,906,495,2996,3636,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141219,69.17,803,488,907,785,877,917,497,#N/A,#N/A,#N/A,1036.41,1120.33,910.24,#N/A,#N/A,#N/A,#N/A
20141218,68.42,814,517,929,787,881,925,496,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141217,68.05,827,571,945,792,888,932,496,#N/A,#N/A,542.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141216,68.58,838,617,961,790,886,942,495,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141215,69.06,845,659,980,782,871,947,493,4076,4430,#N/A,#N/A,#N/A,#N/A,940,948,996,896
20141212,68.99,863,763,1001,784,857,950,493,#N/A,#N/A,#N/A,1016.55,1135.55,915.2,#N/A,#N/A,#N/A,#N/A
20141211,69.37,887,879,1026,781,842,953,492,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141210,69.14,911,979,1047,775,835,960,494,#N/A,#N/A,544.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141209,69.06,933,1075,1066,760,824,966,497,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141208,69.8,952,1165,1081,758,818,969,497,5252,5131,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141205,71.77,982,1282,1088,766,815,971,499,#N/A,#N/A,#N/A,1030.07,919,920.53,#N/A,#N/A,#N/A,#N/A
20141204,71.25,1019,1452,1097,777,818,980,498,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141203,69.25,1079,1677,1108,782,826,984,498,#N/A,#N/A,542.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141202,70.67,1119,1898,1119,798,833,987,495,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141201,71.11,1137,2025,1124,#N/A,#N/A,989,492,5907,6581,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141130,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,941,949,997,897
20141128,71.32,1153,2151,1120,823,866,986,491,#N/A,#N/A,#N/A,1047.04,949.65,924.05,#N/A,#N/A,#N/A,#N/A
20141127,69.98,1187,2347,1099,812,893,984,487,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141126,68.49,1239,2612,1073,799,939,980,482,#N/A,#N/A,544.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141125,69.58,1313,2963,1064,769,947,970,476,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141124,70.42,1317,2975,1059,758,960,956,469,5907,7860,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141121,70.31,1324,3038,1055,755,975,942,462,#N/A,#N/A,#N/A,1054.96,1012.67,921.31,#N/A,#N/A,#N/A,#N/A
20141120,70.97,1332,3130,1053,752,973,926,457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141119,70.2,1306,3127,1055,734,964,904,455,#N/A,#N/A,545.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141118,71.8,1296,3106,1061,735,937,881,453,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141117,75.08,1264,2971,1069,736,909,875,451,6032,7785,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141115,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,943,953,996,897
20141114,75.47,1256,2931,1089,736,871,875,450,#N/A,#N/A,#N/A,1040.62,1050.72,923.39,#N/A,#N/A,#N/A,#N/A
20141113,75.98,1264,2972,1112,735,865,873,451,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141112,76.2,1327,3229,1133,732,843,873,451,#N/A,#N/A,543.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141111,75.87,1370,3419,1150,723,835,876,451,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141110,75.8,1418,3613,1168,716,839,879,451,7002,9038,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141107,75.84,1437,3661,1183,718,839,881,454,#N/A,#N/A,#N/A,1043.87,1062.46,924.49,#N/A,#N/A,#N/A,#N/A
20141106,75.38,1436,3612,1205,722,833,886,455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141105,76.46,1464,3702,1224,724,825,888,457,#N/A,#N/A,536.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141104,78.01,1484,3781,1238,724,820,888,458,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141103,78.63,1456,3640,1241,729,813,889,463,6816,8816,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141031,79.59,1428,3552,1233,735,809,892,467,#N/A,#N/A,#N/A,1018.25,1112,927.61,#N/A,#N/A,#N/A,#N/A
20141030,79.82,1424,3534,1222,743,795,891,472,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,947,957,1001,900
20141029,79.09,1428,3560,1202,745,777,896,476,#N/A,#N/A,533.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141028,79.22,1395,3436,1172,725,754,898,481,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141027,79.52,1285,2852,1137,692,735,899,485,5730,7188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141024,80.48,1192,2422,1121,670,716,900,489,#N/A,#N/A,#N/A,1021.01,967.31,910.31,#N/A,#N/A,#N/A,#N/A
20141023,80.29,1155,2258,1099,655,699,906,491,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141022,#N/A,1136,2186,1066,646,699,907,496,#N/A,#N/A,478.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141021,81.83,1090,2003,1032,631,703,911,498,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141020,81.6,973,1512,995,600,702,916,498,4749,5123,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141017,80.82,944,1362,966,594,700,923,501,#N/A,#N/A,#N/A,1021.02,962.72,906.32,#N/A,#N/A,#N/A,#N/A
20141016,80.32,930,1315,940,587,698,933,503,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141015,82.55,935,1376,909,578,694,944,506,#N/A,#N/A,533.5,#N/A,#N/A,#N/A,948,958,998,902
20141014,83.82,948,1485,885,575,689,952,510,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141013,84.17,954,1521,868,574,683,959,513,5143,5386,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141010,80.24,963,1544,865,574,678,970,516,#N/A,#N/A,#N/A,1058.76,911.03,906.84,#N/A,#N/A,#N/A,#N/A
20141009,78.88,974,1580,864,576,674,980,520,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141008,80.18,991,1632,869,574,664,993,523,#N/A,#N/A,540,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141007,80.42,1015,1698,884,571,657,1007,528,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141006,#N/A,1029,1735,889,571,649,1017,530,5308,5962,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141003,79.6,1037,1758,887,574,645,1028,530,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141002,79.6,1041,1788,878,575,639,1033,531,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20141001,78.89,1055,1853,854,578,639,1045,531,#N/A,#N/A,540,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20140930,78.05,1063,1915,826,570,623,1051,529,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,950,961,998,902
20140929,77.97,1062,1922,812,561,613,1054,528,5308,6177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20140926,78.68,1049,1852,807,556,611,1053,526,#N/A,#N/A,#N/A,1087.67,935.81,905.89,#N/A,#N/A,#N/A,#N/A
20140925,78.63,1038,1837,799,554,608,1046,525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20140924,79.9,1056,1967,798,554,605,1045,521,#N/A,#N/A,536.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20140923,79.69,1073,2077,800,555,604,1041,513,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20140922,80.1,1077,2118,809,552,607,1032,505,6070,6661,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20140919,81.02,1075,2112,814,552,612,1029,498,#N/A,#N/A,#N/A,1104.76,997.25,910.72,#N/A,#N/A,#N/A,#N/A
