날짜,철광석 Fines (Daily) [중국(수입가 CFR)] 현물,날짜,철광석 62% [DCE] 2018.09,날짜,고철 HMS No.1 [미 동부 Composite가격] 현물,날짜,철근 [SHFE] 2018.10,날짜,철근 고장력 HD10mm [국내(1차 유통가)] 현물,날짜,냉연코일 1.0x4x8mm [국내(1차 유통가)] 현물,날짜,열연코일 4.5x4x8 ~ 5.9x4x8mm [국내(1차 유통가)] 현물,날짜,선재 [SHFE] 2018.09,날짜,중후판 12(mm)x8(ft)x20(ft) [국내(1차 유통가)] 현물,날짜,H형강 소형 [국내(1차 유통가)] 현물
20180626,66.62,20180627,463.5,20180625,338.5,20180627,3688,20180625,670000,20180625,810000,20180625,750000,20180627,4060,20180625,750000,20180625,820000
20180625,65.49,20180626,462.5,20180618,338.5,20180626,3688,20180618,650000,20180618,810000,20180618,750000,20180626,4060,20180618,750000,20180618,810000
20180622,65.34,20180625,464.5,20180611,338.5,20180625,3741,20180611,620000,20180611,810000,20180611,750000,20180625,4060,20180611,700000,20180611,760000
20180621,64.88,20180622,455,20180604,345.17,20180622,3763,20180604,620000,20180604,810000,20180604,750000,20180622,4060,20180604,700000,20180604,760000
20180620,65.49,20180621,455.5,20180529,345.17,20180621,3808,20180528,590000,20180528,810000,20180528,750000,20180621,4060,20180528,700000,20180528,730000
20180619,66.45,20180620,452,20180521,345.17,20180620,3788,20180521,590000,20180521,810000,20180521,750000,20180620,4060,20180521,700000,20180521,730000
20180618,68.49,20180619,455,20180514,345.17,20180619,3797,20180514,600000,20180514,810000,20180514,750000,20180619,4060,20180514,700000,20180514,730000
20180614,68.49,20180615,472,20180507,348.5,20180615,3882,20180509,590000,20180509,810000,20180509,750000,20180615,3921,20180509,700000,20180509,730000
20180613,67.02,20180614,472.5,20180430,358.5,20180614,3882,20180430,590000,20180430,810000,20180430,750000,20180614,3921,20180430,690000,20180430,730000
20180612,67.23,20180613,469.5,20180423,358.5,20180613,3863,20180423,610000,20180423,810000,20180423,750000,20180613,3921,20180423,690000,20180423,740000
20180611,66.75,20180612,469.5,20180416,358.5,20180612,3823,20180416,620000,20180416,810000,20180416,750000,20180612,3921,20180416,690000,20180416,760000
20180607,66.84,20180611,469,20180409,358.5,20180611,3786,20180409,615000,20180409,810000,20180409,770000,20180611,3921,20180409,680000,20180409,760000
20180606,66.56,20180608,467,20180402,343.5,20180608,3801,20180402,625000,20180402,810000,20180402,770000,20180608,3921,20180402,690000,20180402,750000
20180605,66.34,20180607,472.5,20180326,343.5,20180607,3819,20180326,635000,20180326,800000,20180326,780000,20180607,3921,20180326,690000,20180326,770000
20180604,65.47,20180606,471,20180319,343.5,20180606,3751,20180319,650000,20180319,790000,20180319,780000,20180606,3921,20180319,690000,20180319,770000
20180601,66.16,20180605,462,20180312,343.5,20180605,3705,20180305,615000,20180305,790000,20180312,780000,20180605,3921,20180305,680000,20180305,770000
20180531,65.32,20180604,459,20180305,328.5,20180604,3732,20180226,625000,20180226,780000,20180305,780000,20180604,3921,20180226,660000,20180226,770000
20180530,65.78,20180601,464.5,20180226,323.5,20180601,3739,20180219,630000,20180219,780000,20180226,780000,20180601,3921,20180219,660000,20180219,770000
20180528,63.89,20180531,461.5,20180220,323.5,20180531,3671,20180212,625000,20180212,780000,20180219,780000,20180531,3921,20180212,660000,20180212,800000
20180525,63.94,20180530,460.5,20180212,323.5,20180530,3642,20180205,635000,20180205,780000,20180212,780000,20180530,3921,20180205,660000,20180205,750000
20180524,65.54,20180529,459.5,20180205,326.83,20180529,3611,20180129,650000,20180129,780000,20180205,780000,20180529,3921,20180129,680000,20180129,730000
20180523,64.11,20180528,454,20180129,326.83,20180528,3584,20180122,665000,20180122,780000,20180129,780000,20180528,3921,20180122,680000,20180122,740000
20180522,64.41,20180525,458,20180122,326.83,20180525,3584,20180115,680000,20180115,780000,20180122,800000,20180525,3921,20180115,680000,20180115,760000
20180521,65.3,20180524,457.5,20180116,326.83,20180524,3548,20180108,700000,20180108,780000,20180115,800000,20180524,3921,20180108,680000,20180108,790000
20180517,67.49,20180523,454.5,20180108,326.83,20180523,3541,20180101,690000,20180101,780000,20180108,800000,20180523,3921,20180101,670000,20180101,760000
20180516,68.03,20180522,459.5,20171225,296.83,20180522,3582,20171218,675000,20171218,790000,20180101,800000,20180522,3921,20171218,660000,20171218,780000
20180515,67.28,20180521,468,20171218,296.83,20180521,3614,20171211,675000,20171211,790000,20171218,770000,20180521,3921,20171211,650000,20171211,810000
20180514,68.93,20180518,480.5,20171211,296.83,20180518,3655,20171204,670000,20171204,790000,20171211,770000,20180518,3921,20171204,620000,20171204,740000
20180511,67.42,20180517,481.5,20171204,266.83,20180517,3674,20171127,670000,20171127,790000,20171204,740000,20180517,3921,20171127,620000,20171127,750000
20180510,66.83,20180516,484.5,20171127,266.83,20180516,3674,20171120,660000,20171120,790000,20171127,740000,20180516,3921,20171120,620000,20171120,770000
20180509,66.46,20180515,487,20171120,266.83,20180515,3677,20171113,655000,20171113,790000,20171120,750000,20180515,4012,20171113,630000,20171113,770000
20180508,66.8,20180514,484,20171113,266.83,20180514,3672,20171106,665000,20171106,790000,20171113,780000,20180514,2941,20171106,640000,20171106,780000
20180507,67.26,20180511,477.5,20171106,263.5,20180511,3650,20171030,665000,20171030,880000,20171106,780000,20180511,2941,20171030,650000,20171030,780000
20180503,66.87,20180510,469.5,20171030,263.5,20180510,3593,20171023,675000,20171023,810000,20171030,780000,20180510,2941,20171023,650000,20171023,780000
20180502,66.98,20180509,472,20171023,263.5,20180509,3596,20171016,685000,20171016,810000,20171023,790000,20180509,2941,20171016,670000,20171016,790000
20180430,65.43,20180508,473,20171016,263.5,20180508,3651,20171002,660000,20171002,790000,20171016,800000,20180508,2941,20171002,650000,20171002,770000
20180427,65.68,20180507,468.5,20171009,263.5,20180507,3654,20170925,660000,20170925,810000,20171002,780000,20180507,2941,20170925,670000,20170925,790000
20180426,66.26,20180504,469,20171002,296.83,20180504,3663,20170918,660000,20170918,790000,20170925,800000,20180504,2941,20170918,650000,20170918,770000
20180425,66.38,20180503,477,20170925,296.83,20180503,3695,20170911,660000,20170911,790000,20170918,780000,20180503,2941,20170911,650000,20170911,770000
20180423,67.67,20180502,468.5,20170918,296.83,20180502,3677,20170904,660000,20170904,770000,20170911,780000,20180502,2941,20170904,640000,20170904,790000
20180420,67.06,20180427,463.5,20170911,295.16,20180427,3574,20170828,660000,20170828,750000,20170904,770000,20180427,2941,20170828,600000,20170828,740000
20180419,68.45,20180426,466.5,20170905,288.5,20180426,3565,20170821,650000,20170821,750000,20170828,750000,20180426,2941,20170821,600000,20170821,760000
20180418,65.88,20180425,470.5,20170828,288.5,20180425,3569,20170814,635000,20170814,750000,20170821,750000,20180425,2941,20170814,600000,20170814,760000
20180417,64.51,20180424,475,20170821,288.5,20180424,3564,20170807,625000,20170807,750000,20170814,720000,20180424,2941,20170807,580000,20170807,760000
20180416,63.93,20180423,471.5,20170814,288.5,20180423,3510,20170731,635000,20170731,740000,20170807,690000,20180423,2941,20170731,580000,20170731,760000
20180413,64.96,20180420,467,20170807,288.5,20180420,3475,20170724,635000,20170724,740000,20170731,690000,20180420,2941,20170724,580000,20170724,690000
20180412,64.47,20180419,465.5,20170731,270.17,20180419,3493,20170717,635000,20170717,740000,20170724,680000,20180419,2941,20170717,570000,20170717,730000
20180411,64.79,20180418,446,20170724,270.17,20180418,3447,20170710,635000,20170710,740000,20170717,670000,20180418,2941,20170710,560000,20170710,730000
20180410,65.3,20180417,440,20170717,270.17,20180417,3389,20170703,635000,20170703,740000,20170710,670000,20180417,2941,20170703,546000,20170703,730000
20180409,63.95,20180416,446,20170710,270.17,20180416,3403,20170626,635000,20170626,730000,20170703,650000,20180416,2941,20170626,540000,20170626,690000
20180406,63.57,20180413,450,20170703,266.83,20180413,3422,20170619,640000,20170619,740000,20170626,610000,20180413,2941,20170619,560000,20170619,690000
20180405,63.57,20180412,448,20170626,266.83,20180412,3397,20170612,635000,20170612,740000,20170619,630000,20180412,2941,20170612,580000,20170612,690000
20180404,63.57,20180411,454,20170619,266.83,20180411,3421,20170605,625000,20170605,750000,20170612,640000,20180411,2941,20170605,570000,20170605,690000
20180403,63.76,20180410,450.5,20170612,266.83,20180410,3419,20170529,625000,20170529,750000,20170605,650000,20180410,2941,20170529,560000,20170529,645000
20180402,65.8,20180409,439,20170605,271.83,20180409,3362,20170522,625000,20170522,760000,20170529,680000,20180409,2941,20170522,560000,20170522,645000
20180328,63.12,20180404,447,20170529,271.83,20180404,3343,20170515,625000,20170515,770000,20170522,680000,20180404,2941,20170515,570000,20170515,670000
20180327,65.17,20180403,447,20170522,271.83,20180403,3356,20170501,625000,20170501,790000,20170515,690000,20180403,2941,20170501,570000,20170501,690000
20180326,64.33,20180402,448,20170515,271.83,20180402,3381,20170424,625000,20170424,790000,20170501,730000,20180402,2941,20170424,570000,20170424,720000
20180323,64.58,20180330,438,20170508,271.83,20180330,3323,20170417,635000,20170417,800000,20170424,730000,20180330,2941,20170417,580000,20170417,730000
20180322,67.18,20180329,436.5,20170501,265.17,20180329,3446,20170410,635000,20170410,810000,20170417,740000,20180329,2941,20170410,580000,20170410,730000
20180321,67.25,20180328,436.5,20170424,265.17,20180328,3431,20170403,620000,20170403,820000,20170410,740000,20180328,2941,20170403,590000,20170403,750000
20180320,66.94,20180327,443.5,20170417,265.17,20180327,3413,20170327,615000,20170327,830000,20170403,750000,20180327,2941,20170327,590000,20170327,700000
20180319,67.45,20180326,438.5,20170410,265.17,20180326,3364,20170320,610000,20170320,840000,20170327,750000,20180326,2941,20170320,590000,20170320,710000
20180316,69.84,20180323,447.5,20170403,295.17,20180323,3460,20170313,605000,20170313,860000,20170320,750000,20180323,2941,20170313,580000,20170313,730000
20180315,72.11,20180322,467.5,20170327,295.17,20180322,3623,20170306,600000,20170306,870000,20170313,760000,20180322,2974,20170306,580000,20170306,730000
20180314,71.64,20180321,462.5,20170320,295.17,20180321,3646,20170227,585000,20170227,880000,20170306,750000,20180321,2974,20170227,580000,20170227,730000
20180313,69.78,20180320,459,20170313,295.17,20180320,3637,20170220,585000,20170220,880000,20170227,760000,20180320,3131,20170220,590000,20170220,730000
20180312,69.93,20180319,470.5,20170306,295.17,20180319,3675,20170213,600000,20170213,880000,20170220,770000,20180319,3131,20170213,590000,20170213,710000
20180309,70.09,20180316,484.5,20170227,257.83,20180316,3737,20170206,610000,20170206,870000,20170213,770000,20180316,3131,20170206,590000,20170206,720000
20180308,73.23,20180315,489.5,20170221,257.83,20180315,3748,20170130,620000,20170130,870000,20170206,780000,20180315,3121,20170130,600000,20170130,730000
20180307,75.84,20180314,485,20170213,257.83,20180314,3707,20170123,620000,20170123,870000,20170130,780000,20180314,3121,20170123,600000,20170123,730000
20180306,76.07,20180313,480,20170206,272.83,20180313,3712,20170116,630000,20170116,860000,20170123,780000,20180313,3121,20170116,610000,20170116,750000
20180305,77.03,20180312,481.5,20170130,286.17,20180312,3719,20170109,620000,20170109,850000,20170116,780000,20180312,3121,20170109,620000,20170109,760000
20180302,78.43,20180309,492,20170123,286.17,20180309,3738,20170102,610000,20170102,810000,20170109,780000,20180309,3121,20170102,600000,20170102,720000
20180301,79.39,20180308,510,20170117,286.17,20180308,3853,20161226,610000,20161226,810000,20170102,740000,20180308,3121,20161226,580000,20161226,720000
20180228,78.61,20180307,520,20170109,286.17,20180307,3939,20161219,580000,20161219,770000,20161226,740000,20180307,3121,20161219,580000,20161219,720000
20180227,79.15,20180306,520,20170102,250.17,20180306,3954,20161212,580000,20161212,740000,20161219,690000,20180306,3121,20161212,560000,20161212,720000
20180226,79.36,20180305,529.5,20161226,250.17,20180305,3980,20161205,580000,20161205,740000,20161212,660000,20180305,3121,20161205,560000,20161205,720000
20180223,78.82,20180302,539.5,20161219,250.17,20180302,4009,20161128,580000,20161128,720000,20161205,660000,20180302,3121,20161128,530000,20161128,720000
20180222,78.2,20180301,544,20161212,250.17,20180301,4036,20161121,580000,20161121,720000,20161128,620000,20180301,3121,20161121,530000,20161121,690000
20180215,78.43,20180228,543,20161205,236.83,20180228,4019,20161114,520000,20161114,690000,20161121,620000,20180228,3121,20161114,500000,20161114,670000
20180214,78.41,20180227,546,20161128,206.83,20180227,4014,20161107,530000,20161107,670000,20161114,550000,20180227,3121,20161107,470000,20161107,700000
20180213,77.36,20180226,550,20161121,206.83,20180226,4000,20161031,495000,20161031,660000,20161107,550000,20180226,3121,20161031,460000,20161031,670000
20180212,76.24,20180223,542,20161114,206.83,20180223,3898,20161024,505000,20161024,670000,20161031,550000,20180223,3121,20161024,460000,20161024,670000
20180209,76.46,20180222,537.5,20161107,205.17,20180222,3881,20161017,520000,20161017,670000,20161024,550000,20180222,3121,20161017,470000,20161017,680000
20180208,77.32,20180214,535.5,20161031,175.17,20180214,3934,20161010,520000,20161010,670000,20161017,550000,20180214,3121,20161010,480000,20161010,680000
20180207,77.2,20180213,526,20161024,175.17,20180213,3918,20161003,520000,20161003,670000,20161010,550000,20180213,3121,20161003,480000,20161003,680000
20180206,75.92,20180212,522,20161017,175.17,20180212,3906,20160926,520000,20160926,670000,20161003,550000,20180212,3121,20160926,480000,20160926,680000
20180205,75.7,20180209,528,20161010,175.17,20180209,3911,20160919,520000,20160919,680000,20160926,550000,20180209,3121,20160919,480000,20160919,680000
20180202,74.39,20180208,524,20161003,193.5,20180208,3931,20160912,520000,20160912,680000,20160919,550000,20180208,3121,20160912,480000,20160912,680000
20180201,72.88,20180207,523,20160926,193.5,20180207,3944,20160905,520000,20160905,690000,20160912,550000,20180207,3121,20160905,470000,20160905,680000
20180131,72.92,20180206,522,20160919,193.5,20180206,3960,20160829,520000,20160829,700000,20160905,550000,20180206,3121,20160829,470000,20160829,680000
20180130,72.97,20180205,519.5,20160912,193.5,20180205,3946,20160822,510000,20160822,700000,20160829,560000,20180205,3121,20160822,470000,20160822,660000
20180129,74.33,20180202,513.5,20160906,210.17,20180202,3949,20160815,510000,20160815,710000,20160822,560000,20180202,3121,20160815,470000,20160815,660000
20180126,74.4,20180201,508,20160829,210.17,20180201,3941,20160808,530000,20160808,740000,20160815,580000,20180201,3121,20160808,480000,20160808,650000
20180125,75.04,20180131,511.5,20160822,210.17,20180131,3918,20160801,500000,20160801,710000,20160808,600000,20180131,3121,20160801,470000,20160801,720000
20180124,74.53,20180130,517,20160815,210.17,20180130,3923,20160725,500000,20160725,720000,20160801,570000,20180130,3121,20160725,480000,20160725,720000
20180123,76.75,20180129,516,20160808,210.17,20180129,3945,20160718,540000,20160718,730000,20160725,580000,20180129,3121,20160718,480000,20160718,720000
20180122,76.61,20180126,521.5,20160801,208.5,20180126,3948,20160711,540000,20160711,740000,20160718,590000,20180126,3121,20160711,480000,20160711,720000
20180119,76.75,20180125,527,20160725,208.5,20180125,3958,20160704,540000,20160704,750000,20160711,600000,20180125,3121,20160704,500000,20160704,720000
20180118,74.87,20180124,521.5,20160718,208.5,20180124,3924,20160627,540000,20160627,780000,20160704,690000,20180124,3121,20160627,500000,20160627,720000
20180117,74.51,20180123,528,20160711,208.5,20180123,3905,20160620,560000,20160620,770000,20160627,620000,20180123,3121,20160620,520000,20160620,680000
20180116,75.71,20180122,543,20160705,220.17,20180122,3939,20160613,585000,20160613,770000,20160620,620000,20180122,3121,20160613,530000,20160613,685000
20180115,76.59,20180119,537,20160627,220.17,20180119,3883,20160606,585000,20160606,780000,20160613,640000,20180119,3121,20160606,550000,20160606,685000
20180112,78.05,20180118,535,20160620,220.17,20180118,3843,20160530,610000,20160530,780000,20160606,780000,20180118,3121,20160530,550000,20160530,685000
20180111,79.08,20180117,529.5,20160613,220.17,20180117,3816,20160523,610000,20160523,760000,20160530,780000,20180117,3121,20160523,550000,20160523,685000
20180110,78.31,20180116,536,20160606,225.17,20180116,3814,20160516,620000,20160516,760000,20160523,750000,20180116,3121,20160516,550000,20160516,690000
20180109,78.47,20180115,538,20160531,248.5,20180115,3784,20160509,620000,20160509,750000,20160516,750000,20180115,3121,20160509,550000,20160509,690000
20180108,77.74,20180112,547.5,20160523,248.5,20180112,3807,20160502,575000,20160502,720000,20160509,730000,20180112,3121,20160502,530000,20160502,665000
20180105,76.8,20180111,555.5,20160516,248.5,20180111,3850,20160425,575000,20160425,710000,20160502,690000,20180111,3121,20160425,520000,20160425,665000
20180104,76.54,20180110,558,20160509,248.5,20180110,3833,20160418,530000,20160418,700000,20160425,680000,20180110,3121,20160418,510000,20160418,645000
20180103,74.97,20180109,558,20160502,235.17,20180109,3824,20160411,530000,20160411,690000,20160418,680000,20180109,3121,20160411,490000,20160411,645000
20180102,74.71,20180108,541.5,20160425,221.83,20180108,3772,20160404,500000,20160404,680000,20160411,650000,20180108,3121,20160404,480000,20160404,620000
20171229,72.61,20180105,539.5,20160418,221.83,20180105,3791,20160328,490000,20160328,660000,20160404,630000,20180105,3121,20160328,460000,20160328,600000
20171228,72.62,20180104,539,20160411,221.83,20180104,3811,20160321,490000,20160321,660000,20160328,610000,20180104,3121,20160321,460000,20160321,600000
20171227,72.62,20180103,541,20160404,173.5,20180103,3845,20160314,490000,20160314,660000,20160321,610000,20180103,3121,20160314,430000,20160314,600000
20171226,76.08,20180102,540,20160328,173.5,20180102,3842,20160307,485000,20160307,640000,20160314,600000,20180102,3121,20160307,410000,20160307,600000
20171222,76.36,20171229,530,20160321,173.5,20171229,3794,20160229,485000,20160229,630000,20160307,590000,20171229,3121,20160229,410000,20160229,600000
20171221,72.82,20171228,517.5,20160314,173.5,20171228,3765,20160222,485000,20160222,580000,20160229,590000,20171228,3121,20160222,410000,20160222,600000
20171220,72.84,20171227,517.5,20160307,172.5,20171227,3809,20160215,495000,20160215,580000,20160222,590000,20171227,3121,20160215,410000,20160215,610000
20171219,73.93,20171226,518,20160229,163.5,20171226,3807,20160208,495000,20160208,580000,20160215,590000,20171226,3121,20160208,410000,20160208,610000
20171218,74.15,20171225,538.5,20160222,163.5,20171225,3860,20160201,490000,20160201,560000,20160208,590000,20171225,3121,20160201,410000,20160201,610000
20171215,71.5,20171222,537.5,20160216,163.5,20171222,3908,20160125,475000,20160125,560000,20160201,590000,20171222,3121,20160125,410000,20160125,605000
20171214,69.94,20171221,536,20160208,163.5,20171221,3843,20160118,480000,20160118,570000,20160125,600000,20171221,3121,20160118,410000,20160118,595000
20171213,70.85,20171220,527,20160201,163.5,20171220,3801,20160111,480000,20160111,580000,20160118,600000,20171220,3121,20160111,400000,20160111,595000
20171212,71.25,20171219,533,20160125,163.5,20171219,3823,20160104,485000,20160104,590000,20160111,600000,20171219,3121,20160104,400000,20160104,600000
20171211,68.82,20171218,524.5,20160119,163.5,20171218,3856,20151228,505000,20151228,600000,20160104,600000,20171218,3121,20151228,400000,20151228,615000
20171208,69.35,20171215,500.5,20160111,163.5,20171215,3806,20151221,505000,20151221,610000,20151228,620000,20171215,3121,20151221,400000,20151221,615000
20171207,65.7,20171214,501,20160104,150.17,20171214,3819,20151214,525000,20151214,620000,20151221,620000,20171214,3121,20151214,400000,20151214,625000
20171206,69.36,20171213,501,20151228,150.17,20171213,3848,20151207,535000,20151207,620000,20151214,620000,20171213,3121,20151207,400000,20151207,630000
20171205,71.77,20171212,502.5,20151221,150.17,20171212,3925,20151130,550000,20151130,630000,20151207,620000,20171212,3121,20151130,400000,20151130,635000
20171204,72.68,20171211,508,20151214,150.17,20171211,3917,20151123,555000,20151123,630000,20151130,620000,20171211,3121,20151123,400000,20151123,635000
