,날짜,AUD/KRW (호주 달러 / 한국 원),AUD/USD (호주 달러 / 미국 달러),Baltic Capesize Index (BCI)1999.03.01,Baltic Clean Tanker Index (BCTI)1998.08.03,Baltic Dirty Tanker Index (BDTI)1998.08.03,Baltic Dry Index (BDI)1985.01.04,Baltic Handysize Index (BHSI)2006.05.23,Baltic Panamax Index (BPI)1998.05.06,Baltic Supramax index (BSI)2005.01.01,Bloomberg Commodity Total Return,CNY/KRW (중국 인민폐 / 한국 원),CRB BLS Spot Index,DRAMeXchange Index (DXI)2001.10.01=1000,LMEX Index1999.04=1000,Reuters Index of Commodity Prices,Rogers International Commodities Index Agriculture1998.07.31=1000,Rogers International Commodities Index Energy1998.07.31=1000,Rogers International Commodities Index Metals1998.07.31=1000,Rogers International Commodities Index1998.07.31=1000,S&P GSCI,TOCOM Index2002.05.31=100,TR/CC CRB Index,US Dollar IndexMar 1973=100,USD/CNY (미국 달러 / 중국 인민폐),USD/KRW (미국 달러 / 한국 원),USD/RMB (미국 달러 / 중국 인민폐),철광석 Fines (Daily) [중국(수입가 CFR)] 현물
202,20170912,906.99,0.8,2724.0,560.0,725.0,1344.0,513.0,1429.0,908.0,172.47,173.26,433.65,20909.18,3189.0,2385.58,808.22,300.21,2175.76,2245.53,388.65,239.98,181.41,86.5896,6.53,1129.5,6.53,76.37
203,20170911,907.41,0.8,2813.0,580.0,715.0,1355.0,509.0,1394.0,898.0,172.64,174.14,434.13,20825.68,3158.0,2393.87,813.32,298.36,2177.83,2245.32,388.16,239.1,181.66,86.49799999999999,6.53,1126.8,6.5,74.49
204,20170908,909.55,0.81,2767.0,590.0,707.0,1332.0,504.0,1375.0,888.0,172.38,172.84,435.66,20664.44,3239.0,2397.04,819.11,296.37,2177.11,2244.65,387.18,240.51,181.17,86.0353,6.48,1129.6,6.5,74.36
205,20170907,907.64,0.8,2614.0,609.0,701.0,1296.0,499.0,1351.0,875.0,174.2,173.32,436.74,20567.8,3236.0,2411.67,817.44,302.61,2205.68,2269.31,392.34,240.76,182.87,86.2319,6.49,1133.7,6.53,75.61
206,20170906,905.72,0.8,2438.0,607.0,699.0,1250.0,494.0,1314.0,868.0,174.32,172.98,436.21,20497.6,3236.0,2414.42,822.98,302.32,2194.19,2270.85,392.43,239.8,183.0,86.7247,6.52,1131.3,6.53,76.82
207,20170905,899.2,0.8,2313.0,624.0,698.0,1215.0,491.0,1275.0,863.0,173.59,172.63,435.55,20471.85,3263.0,2416.23,821.97,299.37,2197.33,2261.67,389.97,238.72,182.34,87.1826,6.54,1131.5,6.54,78.39
210,20170831,887.74,0.79,2293.0,703.0,677.0,1184.0,486.0,1189.0,853.0,172.12,170.23,435.47,19821.85,3192.0,2388.5,809.86,296.29,2180.89,2236.35,386.0,234.81,180.86,87.7868,6.59,1122.8,6.6,78.91
211,20170830,895.78,0.79,2282.0,648.0,667.0,1181.0,482.0,1195.0,851.0,168.9,170.26,434.84,19821.52,3203.0,2385.34,800.33,285.4,2163.82,2189.8,375.85,235.45,176.87,87.8594,6.59,1126.2,6.61,76.08
212,20170829,886.91,0.8,2381.0,564.0,659.0,1203.0,477.0,1215.0,848.0,169.77,168.82,435.64,19781.56,3152.0,2382.63,800.58,288.07,2171.23,2200.17,377.48,233.48,177.53,87.1839,6.6,1120.4,6.63,76.36
215,20170824,894.43,0.79,2333.0,508.0,627.0,1200.0,473.0,1259.0,840.0,169.76,169.63,436.37,19667.01,3147.0,2388.65,807.12,289.33,2146.09,2203.09,378.99,233.8,177.8,88.0944,6.66,1130.9,6.65,77.16
216,20170823,898.71,0.79,2382.0,510.0,620.0,1222.0,470.0,1311.0,833.0,169.27,170.45,436.17,19662.81,3144.0,2389.72,800.94,292.16,2139.94,2204.35,379.99,232.51,177.58,88.15100000000001,6.66,1135.6,6.66,77.82
217,20170822,903.41,0.79,2489.0,511.0,621.0,1249.0,468.0,1345.0,824.0,168.68,170.44,436.94,19652.99,3143.0,2396.15,800.33,288.9,2135.94,2192.81,377.45,232.01,176.73,88.2744,6.66,1138.3,6.66,79.65
218,20170821,905.04,0.79,2584.0,511.0,622.0,1266.0,466.0,1349.0,817.0,168.78,170.82,437.81,19662.76,3143.0,2411.66,802.78,287.64,2136.11,2191.26,376.5,233.67,176.55,88.0441,6.67,1142.0,6.67,79.93
219,20170818,896.28,0.79,2574.0,511.0,621.0,1260.0,465.0,1345.0,806.0,169.16,170.01,438.54,19662.98,3104.0,2405.16,804.81,292.58,2122.45,2204.39,380.68,230.71,177.5,88.334,6.67,1135.9,6.67,77.94
220,20170817,903.13,0.79,2542.0,520.0,618.0,1247.0,465.0,1336.0,791.0,168.04,170.14,438.42,19662.15,3133.0,2405.35,801.86,285.57,2124.04,2180.82,374.9,231.06,175.89,88.5415,6.68,1139.6,6.67,75.41
221,20170816,890.13,0.79,2324.0,517.0,620.0,1207.0,464.0,1310.0,776.0,167.84,170.42,437.81,19711.37,3047.0,2396.46,802.36,282.87,2132.64,2175.41,374.29,233.15,175.36,88.9383,6.69,1138.2,6.68,72.97
222,20170814,904.32,0.79,2093.0,546.0,618.0,1155.0,465.0,1272.0,760.0,168.9,171.57,440.97,19710.73,3050.0,2391.24,816.86,287.16,2093.36,2190.92,378.02,234.04,177.51,88.4368,6.67,1146.3,6.66,74.71
224,20170810,895.05,0.79,1837.0,552.0,620.0,1092.0,466.0,1228.0,756.0,169.75,169.27,444.3,19721.66,3058.0,2446.24,817.26,292.61,2105.25,2211.12,381.93,237.06,178.91,88.51100000000001,6.65,1134.7,6.68,76.68
226,20170808,891.41,0.79,1659.0,556.0,616.0,1038.0,472.0,1170.0,759.0,170.56,167.49,442.67,19734.36,3015.0,2432.63,838.43,293.09,2080.5,2225.09,384.91,236.51,181.09,88.7209,6.7,1127.3,6.72,75.46
227,20170807,892.72,0.79,1655.0,556.0,614.0,1036.0,475.0,1158.0,762.0,170.09,167.37,441.58,19738.96,2980.0,2405.84,840.7,293.93,2057.3,2223.38,384.8,236.32,180.97,88.5292,6.72,1125.4,6.72,76.17
228,20170804,897.29,0.79,1637.0,556.0,619.0,1032.0,478.0,1153.0,764.0,169.19,167.47,441.65,19746.38,2978.0,2405.72,836.99,294.48,2041.44,2217.33,384.51,235.04,180.68,88.5259,6.73,1127.6,6.71,74.12
229,20170803,894.24,0.8,1602.0,556.0,628.0,1023.0,482.0,1143.0,767.0,169.3,166.94,442.27,19899.45,2977.6,2408.0,837.33,292.48,2052.18,2214.51,383.17,236.14,180.65,87.8338,6.72,1123.2,6.72,72.93
230,20170802,890.54,0.8,1475.0,552.0,632.0,993.0,488.0,1118.0,772.0,170.5,166.26,441.28,19899.45,2980.0,2391.79,843.78,294.8,2054.76,2228.15,385.77,235.03,181.98,87.8229,6.72,1118.0,6.72,72.3
231,20170801,897.46,0.8,1331.0,543.0,632.0,965.0,492.0,1098.0,779.0,169.69,166.67,441.74,19942.91,2967.0,2419.41,837.81,292.67,2048.54,2214.5,382.96,237.3,180.76,87.9974,6.72,1121.9,6.71,73.56
232,20170731,893.66,0.8,1225.0,541.0,639.0,946.0,496.0,1095.0,783.0,171.43,165.85,442.86,19956.23,2977.9,2419.99,849.52,296.99,2048.99,2238.51,388.07,236.55,182.64,87.8181,6.73,1119.1,6.73,73.7
233,20170728,886.77,0.8,1139.0,544.0,640.0,933.0,498.0,1109.0,789.0,171.59,165.28,442.32,19946.68,2960.9,2409.05,852.35,295.92,2040.75,2235.55,386.62,234.64,182.12,88.045,6.74,1112.5,6.74,68.73
234,20170727,895.68,0.8,1138.0,545.0,644.0,942.0,500.0,1146.0,798.0,171.08,165.73,441.56,19793.68,2974.8,2419.11,852.08,292.44,2040.13,2224.33,383.93,234.42,181.14,88.6609,6.74,1120.3,6.73,70.2
235,20170726,885.85,0.8,1206.0,551.0,647.0,968.0,500.0,1192.0,807.0,169.97,165.44,440.73,19790.13,2973.7,2417.25,846.69,289.57,2032.0,2209.51,381.32,234.76,179.45,88.7336,6.75,1116.1,6.75,70.43
236,20170725,884.45,0.79,1221.0,556.0,646.0,980.0,500.0,1225.0,813.0,168.8,165.29,441.25,19735.7,2947.9,2403.37,840.3,285.88,2030.83,2190.78,376.84,230.84,177.67,88.5633,6.75,1116.1,6.75,69.48
237,20170724,887.6,0.79,1171.0,549.0,649.0,977.0,500.0,1248.0,814.0,167.85,165.92,442.35,19724.86,2879.1,2399.83,851.44,277.56,2006.27,2168.4,371.21,229.21,176.23,88.5678,6.75,1121.2,6.74,67.86
238,20170721,894.35,0.79,1154.0,550.0,655.0,977.0,499.0,1258.0,812.0,168.53,166.35,445.36,19703.17,2849.0,2416.07,860.83,276.09,2001.27,2170.99,371.17,232.81,176.66,88.6389,6.77,1124.9,6.74,67.14
239,20170720,892.67,0.8,1093.0,548.0,649.0,964.0,497.0,1260.0,807.0,169.94,166.25,444.75,19610.89,2857.0,2417.53,866.55,282.87,1989.0,2193.96,376.88,234.1,178.4,88.8293,6.76,1121.8,6.75,68.05
240,20170719,891.3,0.8,1028.0,545.0,642.0,948.0,495.0,1252.0,798.0,169.82,166.68,444.94,19445.46,2881.0,2394.29,859.16,284.86,1989.85,2193.72,377.9,231.95,178.66,89.199,6.75,1126.3,6.75,70.24
241,20170718,879.21,0.79,984.0,546.0,643.0,932.0,492.0,1226.0,786.0,168.83,166.76,444.94,19392.72,2875.0,2379.66,853.63,280.65,2001.78,2178.81,373.57,231.33,176.88,89.1814,6.75,1128.2,6.76,68.84
243,20170714,879.63,0.78,933.0,551.0,644.0,900.0,486.0,1173.0,769.0,167.91,167.75,443.53,19258.9,2859.0,2399.69,853.78,280.01,1985.05,2172.47,373.46,232.25,176.28,89.7128,6.78,1137.5,6.78,65.74
244,20170713,879.53,0.77,928.0,557.0,644.0,888.0,484.0,1141.0,758.0,166.32,168.72,441.97,19071.78,2840.0,2406.85,847.98,276.96,1967.74,2153.13,370.34,230.5,174.35,90.3154,6.78,1145.6,6.78,65.91
245,20170712,878.5,0.77,846.0,565.0,647.0,859.0,480.0,1098.0,744.0,167.8,168.88,444.09,18809.55,2838.0,2408.59,865.37,274.28,1974.33,2162.25,370.22,232.4,173.88,90.2967,6.79,1150.1,6.79,64.05
246,20170711,874.67,0.76,755.0,567.0,651.0,830.0,477.0,1069.0,733.0,168.54,169.09,445.62,18806.0,2829.0,2389.34,875.46,273.45,1963.54,2165.92,370.25,230.25,173.92,90.71,6.8,1149.9,6.8,65.4
247,20170710,878.58,0.76,730.0,569.0,651.0,820.0,474.0,1061.0,729.0,167.2,169.94,446.91,18779.63,2812.0,2393.15,873.81,269.08,1956.13,2148.85,366.92,229.14,172.74,90.7095,6.8,1155.8,6.8,64.05
248,20170707,874.47,0.76,753.0,580.0,649.0,822.0,471.0,1062.0,732.0,166.06,169.48,445.49,18723.46,2822.0,2392.9,865.73,267.28,1954.54,2135.52,365.51,230.21,172.56,90.6826,6.8,1153.5,6.79,62.8
249,20170706,874.1,0.76,818.0,583.0,647.0,829.0,470.0,1063.0,735.0,167.29,169.02,446.32,18677.53,2836.0,2404.47,864.55,274.4,1975.64,2162.23,371.31,230.48,174.43,90.6187,6.8,1149.3,6.8,61.96
250,20170705,874.56,0.76,901.0,566.0,656.0,847.0,470.0,1060.0,742.0,167.09,168.91,447.7,18640.28,2827.0,2408.37,870.71,272.01,1969.04,2158.57,369.92,233.85,173.65,91.0051,6.8,1149.3,6.79,63.28
252,20170703,879.96,0.77,1032.0,562.0,659.0,882.0,468.0,1068.0,751.0,168.68,168.97,448.16,18209.51,2863.0,2420.01,867.46,282.48,1986.02,2192.74,377.72,232.06,176.16,90.8797,6.8,1144.0,6.78,64.29
253,20170630,875.55,0.77,1086.0,563.0,663.0,901.0,467.0,1091.0,754.0,167.64,167.79,446.63,18198.38,2854.0,2388.79,853.14,278.38,1998.8,2171.32,372.38,228.94,174.78,90.5364,6.78,1139.6,6.77,64.95
254,20170629,872.09,0.77,1146.0,569.0,668.0,920.0,464.0,1119.0,758.0,165.05,167.9,444.05,18150.23,2853.0,2368.55,831.24,272.89,2000.8,2134.38,365.33,229.44,171.89,90.5601,6.78,1141.7,6.79,64.71
255,20170628,862.3,0.76,1170.0,568.0,670.0,929.0,459.0,1150.0,761.0,164.06,165.84,442.12,18106.79,2824.0,2365.59,817.88,272.58,1993.08,2118.88,362.61,227.13,170.98,90.8567,6.8,1136.4,6.81,62.33
256,20170627,860.71,0.76,1066.0,570.0,671.0,903.0,458.0,1151.0,757.0,163.19,165.84,441.2,18045.58,2813.0,2364.37,814.25,269.34,1985.14,2103.72,359.65,223.98,170.01,91.475,6.81,1135.2,6.83,59.7
258,20170623,860.28,0.76,987.0,559.0,683.0,870.0,451.0,1138.0,744.0,161.59,167.07,439.59,17916.3,2781.0,2355.92,813.46,261.89,1975.47,2078.36,353.8,222.05,167.74,91.9251,6.84,1140.8,6.82,56.75
259,20170622,862.02,0.75,993.0,546.0,686.0,855.0,447.0,1109.0,734.0,161.02,167.25,440.11,17752.03,2765.0,2364.49,812.44,260.23,1965.89,2069.86,352.52,220.6,166.5,92.1187,6.83,1142.2,6.82,56.53
260,20170621,861.56,0.76,1020.0,537.0,688.0,844.0,445.0,1070.0,724.0,161.57,166.42,442.35,17692.58,2757.0,2376.46,822.49,258.74,1957.23,2072.43,352.7,222.47,167.42,92.3322,6.83,1137.0,6.82,56.82
261,20170620,859.13,0.76,1110.0,527.0,690.0,847.0,441.0,1017.0,717.0,162.58,166.01,442.95,17620.55,2726.0,2387.15,831.61,263.93,1943.17,2092.32,357.1,225.72,169.66,92.3012,6.83,1131.4,6.81,56.45
262,20170619,863.74,0.76,1169.0,521.0,699.0,848.0,437.0,984.0,708.0,163.77,166.06,441.38,17542.62,2745.0,2395.87,836.78,268.33,1951.87,2112.5,361.38,225.97,171.28,91.9419,6.82,1133.0,6.8,56.3
263,20170616,851.64,0.76,1213.0,522.0,702.0,851.0,435.0,964.0,701.0,164.87,165.63,442.91,17461.77,2720.0,2352.09,841.45,272.39,1948.12,2127.78,364.17,226.07,173.05,91.7992,6.81,1122.8,6.8,55.75
264,20170615,854.39,0.76,1277.0,517.0,704.0,855.0,431.0,938.0,690.0,164.15,165.87,443.07,17413.68,2715.0,2353.22,834.0,270.69,1944.15,2114.71,361.85,223.82,172.78,92.0452,6.81,1125.6,6.79,55.23
265,20170614,850.91,0.76,1362.0,522.0,705.0,865.0,427.0,903.0,679.0,164.09,166.24,441.98,17344.17,2720.0,2340.61,829.3,269.92,1964.96,2113.86,362.06,227.48,173.02,91.1977,6.79,1128.9,6.79,54.43
266,20170613,849.51,0.75,1442.0,529.0,699.0,870.0,424.0,865.0,665.0,165.56,165.82,442.37,17274.64,2722.0,2337.91,832.11,279.09,1950.53,2139.46,369.88,228.53,175.83,91.7244,6.8,1126.0,6.8,53.36
267,20170612,844.73,0.75,1481.0,533.0,700.0,870.0,424.0,833.0,658.0,165.51,165.14,440.25,17235.74,2735.0,2347.71,829.15,277.99,1960.12,2136.13,368.35,228.68,175.93,92.124,6.8,1121.6,6.79,54.87
268,20170609,847.18,0.75,1438.0,539.0,702.0,849.0,425.0,813.0,654.0,167.18,166.21,440.53,17177.32,2759.0,2354.69,838.25,277.51,1976.31,2147.71,369.81,227.36,176.76,92.2087,6.8,1125.0,6.8,55.43
269,20170608,846.72,0.75,1381.0,540.0,705.0,824.0,425.0,793.0,649.0,166.67,165.88,436.78,17082.11,2731.0,2341.96,836.38,276.17,1972.25,2140.89,367.9,227.74,176.1,92.0331,6.8,1122.0,6.79,55.36
270,20170607,840.25,0.75,1379.0,545.0,708.0,821.0,429.0,783.0,652.0,166.23,165.06,435.34,17038.39,2703.0,2345.23,831.61,276.57,1972.65,2137.76,366.99,231.12,175.61,91.9254,6.79,1118.4,6.79,55.43
271,20170605,833.67,0.75,1353.0,548.0,733.0,821.0,441.0,789.0,666.0,166.31,165.22,435.38,16932.19,2719.0,2345.29,822.51,283.78,1980.03,2152.54,371.72,233.72,177.3,91.9719,6.8,1120.9,6.79,55.9
272,20170602,827.14,0.74,1374.0,554.0,742.0,830.0,446.0,792.0,674.0,166.95,166.26,435.83,16889.5,2746.0,2347.44,823.27,286.27,1987.98,2162.79,374.34,233.99,177.96,91.9581,6.81,1120.4,6.81,57.79
273,20170601,832.77,0.74,1430.0,559.0,756.0,850.0,449.0,810.0,685.0,167.23,164.63,434.39,16785.95,2758.0,2368.46,823.84,290.08,1980.18,2172.38,377.36,235.55,179.09,92.255,6.81,1121.8,6.81,55.97
274,20170531,838.32,0.74,1511.0,558.0,768.0,878.0,455.0,829.0,698.0,167.96,164.59,434.2,16747.9,2759.0,2381.82,825.19,290.93,1989.62,2178.75,377.85,236.12,179.77,92.1072,6.82,1123.9,6.86,57.02
277,20170526,833.19,0.74,1591.0,549.0,807.0,912.0,469.0,845.0,721.0,170.33,162.73,433.74,16747.32,2770.0,2393.45,829.24,301.58,1994.54,2215.13,385.5,236.51,182.0,92.411,6.85,1118.0,6.87,57.91
278,20170525,844.78,0.75,1595.0,540.0,814.0,918.0,473.0,848.0,728.0,169.71,163.6,434.27,16745.96,2786.0,2390.06,828.48,297.42,1988.15,2200.45,383.11,243.76,181.15,92.1832,6.87,1126.6,6.87,60.24
279,20170524,838.21,0.75,1654.0,538.0,825.0,934.0,478.0,849.0,737.0,171.25,162.89,434.29,16736.91,2771.0,2405.11,831.06,309.51,1979.71,2235.96,391.92,243.28,183.92,92.3978,6.89,1120.6,6.88,60.52
280,20170523,834.81,0.75,1706.0,520.0,821.0,949.0,486.0,850.0,746.0,171.73,162.36,433.55,16735.12,2787.0,2412.89,832.81,310.34,1988.76,2242.53,393.04,241.18,185.06,92.2983,6.89,1117.1,6.87,62.0
281,20170522,840.55,0.75,1704.0,516.0,799.0,954.0,496.0,854.0,753.0,172.85,163.67,433.79,16736.26,2781.0,2423.31,841.52,310.2,1988.37,2250.19,393.67,241.5,186.07,92.1219,6.89,1127.5,6.87,63.19
282,20170519,834.34,0.75,1668.0,513.0,785.0,956.0,502.0,870.0,759.0,171.73,163.66,433.12,16735.99,2775.0,2410.77,841.47,307.19,1975.43,2237.74,391.04,238.62,185.08,92.3928,6.88,1125.2,6.88,62.69
283,20170518,831.03,0.74,1638.0,516.0,765.0,957.0,504.0,894.0,764.0,169.11,162.76,433.45,16743.53,2727.0,2408.59,832.82,300.77,1954.15,2204.9,384.11,237.94,182.51,92.6605,6.89,1118.4,6.86,61.6
284,20170517,830.28,0.74,1590.0,523.0,757.0,960.0,505.0,925.0,771.0,170.23,162.36,434.33,16741.5,2742.0,2432.69,842.67,299.6,1969.5,2214.96,384.35,237.89,183.24,92.7645,6.88,1117.7,6.86,62.2
